age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,response,response_binary,month_int
52,management,married,tertiary,no,0,no,no,12,aug,1.77,2,-1,0,unknown,no,0,8.0
58,technician,married,secondary,no,1463,yes,no,12,aug,1.83,3,-1,0,unknown,no,0,8.0
49,other,married,secondary,no,1269,no,no,12,aug,1.95,9,-1,0,unknown,no,0,8.0
36,management,single,tertiary,no,419,no,no,12,aug,2.03,2,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,67,no,no,12,aug,0.87,2,-1,0,unknown,no,0,8.0
36,technician,married,secondary,no,1659,no,no,12,aug,2.1,2,-1,0,unknown,no,0,8.0
35,management,married,tertiary,no,362,no,no,12,aug,1.58,8,-1,0,unknown,no,0,8.0
30,technician,single,secondary,no,700,yes,no,12,aug,1.22,2,-1,0,unknown,no,0,8.0
59,blue-collar,married,primary,no,2192,no,no,12,aug,6.08,2,-1,0,unknown,no,0,8.0
37,management,single,tertiary,no,553,no,no,12,aug,1.05,2,-1,0,unknown,no,0,8.0
30,management,single,secondary,no,1913,no,no,12,aug,4.17,2,-1,0,unknown,no,0,8.0
31,technician,single,secondary,no,279,no,no,12,aug,3.55,2,-1,0,unknown,no,0,8.0
34,management,single,tertiary,no,2757,yes,no,12,aug,2.1,2,-1,0,unknown,no,0,8.0
56,retired,married,tertiary,no,3616,no,yes,12,aug,1.05,2,-1,0,unknown,no,0,8.0
47,services,married,primary,no,586,no,no,12,aug,1.13,2,-1,0,unknown,no,0,8.0
58,retired,married,primary,no,1472,no,no,12,aug,1.23,2,-1,0,unknown,no,0,8.0
30,management,single,secondary,no,24,no,no,12,aug,0.48,4,-1,0,unknown,no,0,8.0
37,technician,single,secondary,no,353,yes,no,12,aug,2.45,2,-1,0,unknown,no,0,8.0
50,blue-collar,married,secondary,no,418,no,yes,12,aug,14.45,2,-1,0,unknown,no,0,8.0
54,technician,married,secondary,no,-777,no,yes,12,aug,1.95,2,-1,0,unknown,no,0,8.0
54,management,single,tertiary,no,2419,yes,no,12,aug,2.32,2,-1,0,unknown,no,0,8.0
32,management,single,tertiary,no,2667,yes,no,12,aug,16.18,2,-1,0,unknown,yes,1,8.0
51,management,married,tertiary,no,8304,no,no,12,aug,1.75,2,-1,0,unknown,no,0,8.0
32,technician,single,secondary,no,5,no,no,12,aug,1.75,2,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,478,no,no,12,aug,3.22,3,-1,0,unknown,no,0,8.0
31,management,married,tertiary,yes,-253,no,no,12,aug,3.67,4,-1,0,unknown,no,0,8.0
30,technician,single,tertiary,no,8138,yes,no,12,aug,3.78,2,-1,0,unknown,no,0,8.0
31,technician,single,tertiary,no,438,yes,no,12,aug,2.17,2,-1,0,unknown,no,0,8.0
34,technician,single,secondary,no,27,no,no,12,aug,4.27,9,-1,0,unknown,no,0,8.0
47,unemployed,married,tertiary,no,0,no,no,12,aug,3.87,5,-1,0,unknown,no,0,8.0
41,management,married,tertiary,no,2781,yes,no,12,aug,1.58,2,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,443,yes,yes,12,aug,1.33,2,-1,0,unknown,no,0,8.0
55,management,divorced,tertiary,no,277,no,no,12,aug,1.68,3,-1,0,unknown,no,0,8.0
38,management,divorced,tertiary,no,554,no,no,12,aug,2.3,4,-1,0,unknown,no,0,8.0
41,management,married,tertiary,no,557,yes,yes,12,aug,2.47,4,-1,0,unknown,no,0,8.0
36,unemployed,divorced,secondary,no,871,no,no,12,aug,6.6,3,-1,0,unknown,yes,1,8.0
45,blue-collar,married,primary,no,328,yes,no,12,aug,2.9,4,-1,0,unknown,no,0,8.0
52,admin.,married,secondary,no,2347,no,yes,12,aug,10.05,3,-1,0,unknown,no,0,8.0
35,management,married,tertiary,no,77,no,no,12,aug,1.15,4,-1,0,unknown,no,0,8.0
37,management,married,tertiary,no,4044,no,no,12,aug,1.45,4,-1,0,unknown,no,0,8.0
47,management,single,tertiary,no,0,no,no,12,aug,2.3,2,-1,0,unknown,no,0,8.0
32,technician,single,secondary,no,-114,no,no,12,aug,2.58,2,-1,0,unknown,no,0,8.0
53,admin.,married,secondary,no,8449,no,no,12,aug,2.05,2,-1,0,unknown,no,0,8.0
50,technician,married,tertiary,no,5907,yes,yes,12,aug,5.63,2,-1,0,unknown,no,0,8.0
33,technician,single,secondary,no,2481,no,no,12,aug,1.73,2,-1,0,unknown,no,0,8.0
30,management,married,secondary,no,850,no,no,12,aug,8.45,2,-1,0,unknown,yes,1,8.0
44,self-employed,married,primary,no,614,no,no,12,aug,1.42,4,-1,0,unknown,no,0,8.0
31,management,single,tertiary,no,1836,yes,no,12,aug,2.95,2,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,1038,no,no,12,aug,1.47,2,-1,0,unknown,no,0,8.0
53,management,married,tertiary,no,-1,no,no,12,aug,2.5,2,-1,0,unknown,no,0,8.0
35,technician,married,secondary,no,1067,no,yes,12,aug,2.98,6,-1,0,unknown,no,0,8.0
33,technician,single,secondary,yes,329,no,no,12,aug,2.28,2,-1,0,unknown,no,0,8.0
30,technician,single,secondary,no,281,no,no,12,aug,1.75,2,-1,0,unknown,no,0,8.0
42,unemployed,divorced,secondary,no,759,no,no,12,aug,2.1,3,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,368,yes,no,12,aug,4.02,2,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,-672,no,no,12,aug,2.17,2,-1,0,unknown,no,0,8.0
43,management,married,tertiary,no,-526,no,no,12,aug,10.05,2,-1,0,unknown,no,0,8.0
59,retired,married,primary,no,0,no,no,12,aug,1.1,2,-1,0,unknown,no,0,8.0
33,technician,single,tertiary,no,2024,no,no,12,aug,1.82,2,-1,0,unknown,no,0,8.0
33,technician,married,secondary,no,3243,no,no,12,aug,7.32,4,-1,0,unknown,yes,1,8.0
39,technician,married,secondary,no,1986,no,no,12,aug,3.62,6,-1,0,unknown,no,0,8.0
34,management,single,tertiary,no,2835,yes,no,12,aug,1.78,2,-1,0,unknown,no,0,8.0
52,management,married,tertiary,no,3508,no,no,12,aug,4.2,2,-1,0,unknown,no,0,8.0
45,blue-collar,married,primary,no,1951,no,no,12,aug,1.22,2,-1,0,unknown,no,0,8.0
33,management,married,tertiary,no,1504,no,no,12,aug,1.02,2,-1,0,unknown,no,0,8.0
49,management,married,tertiary,no,350,no,no,12,aug,3.97,6,-1,0,unknown,no,0,8.0
46,blue-collar,married,primary,no,2269,yes,no,12,aug,1.22,2,-1,0,unknown,no,0,8.0
35,management,single,tertiary,no,53,no,yes,12,aug,1.33,4,-1,0,unknown,no,0,8.0
34,housemaid,married,tertiary,no,897,no,no,12,aug,3.28,4,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,1466,no,no,12,aug,1.85,4,-1,0,unknown,no,0,8.0
33,management,married,tertiary,no,1399,no,no,12,aug,7.27,4,-1,0,unknown,no,0,8.0
38,management,married,tertiary,no,0,no,no,12,aug,1.98,2,-1,0,unknown,no,0,8.0
31,management,married,secondary,no,1368,yes,no,12,aug,2.15,4,-1,0,unknown,no,0,8.0
48,management,divorced,tertiary,no,148,no,no,12,aug,2.53,2,-1,0,unknown,no,0,8.0
34,technician,married,secondary,no,-136,yes,yes,12,aug,2.18,2,-1,0,unknown,no,0,8.0
31,management,single,tertiary,no,86,no,no,12,aug,2.5,4,-1,0,unknown,no,0,8.0
52,blue-collar,married,primary,no,273,yes,no,12,aug,2.13,2,-1,0,unknown,no,0,8.0
54,management,married,tertiary,no,1411,no,no,12,aug,0.93,2,-1,0,unknown,no,0,8.0
35,self-employed,married,secondary,no,0,no,no,12,aug,1.07,2,-1,0,unknown,no,0,8.0
57,management,divorced,secondary,no,396,no,no,12,aug,1.8,2,-1,0,unknown,no,0,8.0
45,technician,married,secondary,no,3241,no,no,12,aug,1.4,2,-1,0,unknown,no,0,8.0
57,blue-collar,married,secondary,no,6004,yes,no,12,aug,2.62,6,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,894,no,no,12,aug,5.2,6,-1,0,unknown,no,0,8.0
47,management,married,secondary,no,-1854,yes,yes,12,aug,6.47,2,-1,0,unknown,no,0,8.0
37,unemployed,married,secondary,no,117,no,no,12,aug,2.4,4,-1,0,unknown,no,0,8.0
58,management,divorced,tertiary,no,108,no,no,12,aug,3.85,4,-1,0,unknown,no,0,8.0
38,technician,single,secondary,no,382,yes,no,12,aug,3.0,2,-1,0,unknown,no,0,8.0
54,management,married,tertiary,no,1146,yes,no,12,aug,3.42,2,-1,0,unknown,no,0,8.0
44,housemaid,married,primary,no,93,no,no,12,aug,2.72,2,-1,0,unknown,no,0,8.0
43,housemaid,married,primary,no,25,no,no,12,aug,2.02,2,-1,0,unknown,no,0,8.0
57,management,divorced,tertiary,no,8897,yes,no,12,aug,14.42,2,-1,0,unknown,yes,1,8.0
38,technician,single,tertiary,no,508,yes,yes,12,aug,18.38,2,-1,0,unknown,yes,1,8.0
46,technician,married,secondary,no,190,yes,no,12,aug,6.17,2,-1,0,unknown,no,0,8.0
57,retired,married,secondary,no,2714,no,no,12,aug,1.77,2,-1,0,unknown,no,0,8.0
41,technician,divorced,secondary,no,1631,yes,no,12,aug,2.88,2,-1,0,unknown,no,0,8.0
49,management,married,tertiary,no,579,no,no,12,aug,3.35,4,-1,0,unknown,no,0,8.0
32,technician,single,tertiary,no,720,no,no,12,aug,3.9,4,-1,0,unknown,no,0,8.0
38,technician,married,tertiary,no,940,no,no,12,aug,3.18,7,-1,0,unknown,no,0,8.0
31,technician,married,tertiary,no,4089,no,no,12,aug,7.22,3,-1,0,unknown,no,0,8.0
46,self-employed,married,secondary,no,548,no,no,12,aug,19.68,4,-1,0,unknown,yes,1,8.0
58,technician,married,secondary,no,175,no,no,12,aug,1.53,4,-1,0,unknown,no,0,8.0
30,management,married,tertiary,no,1567,yes,no,12,aug,18.88,4,-1,0,unknown,yes,1,8.0
33,housemaid,married,primary,no,209,no,no,12,aug,1.27,4,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,812,no,no,12,aug,1.52,4,-1,0,unknown,no,0,8.0
45,admin.,married,secondary,no,362,no,no,12,aug,8.93,4,-1,0,unknown,no,0,8.0
54,technician,married,secondary,no,658,no,no,12,aug,6.63,4,-1,0,unknown,no,0,8.0
35,technician,married,tertiary,no,432,no,no,12,aug,1.73,8,-1,0,unknown,no,0,8.0
49,management,married,tertiary,no,4751,no,no,12,aug,14.73,4,-1,0,unknown,yes,1,8.0
55,management,married,tertiary,no,134,no,no,12,aug,27.5,16,-1,0,unknown,no,0,8.0
45,admin.,married,tertiary,no,2552,no,no,12,aug,2.48,7,-1,0,unknown,no,0,8.0
30,self-employed,married,secondary,no,0,no,no,12,aug,4.95,3,-1,0,unknown,no,0,8.0
52,technician,divorced,secondary,no,106,no,no,12,aug,3.22,4,-1,0,unknown,no,0,8.0
54,blue-collar,married,primary,no,1849,no,no,12,aug,2.12,4,-1,0,unknown,no,0,8.0
30,technician,single,tertiary,yes,23,no,no,12,aug,1.2,4,-1,0,unknown,no,0,8.0
42,self-employed,married,secondary,no,487,yes,no,12,aug,0.97,4,-1,0,unknown,no,0,8.0
38,technician,married,secondary,no,1478,no,no,12,aug,15.43,4,-1,0,unknown,yes,1,8.0
34,management,divorced,tertiary,no,157,yes,no,12,aug,1.95,2,-1,0,unknown,no,0,8.0
31,management,single,tertiary,no,350,yes,no,12,aug,5.98,2,-1,0,unknown,no,0,8.0
34,self-employed,married,tertiary,no,0,no,no,12,aug,1.95,4,-1,0,unknown,no,0,8.0
39,management,married,tertiary,no,1424,yes,no,12,aug,4.23,2,-1,0,unknown,no,0,8.0
50,management,married,tertiary,no,2296,no,no,12,aug,2.02,2,-1,0,unknown,no,0,8.0
35,management,married,tertiary,no,1511,yes,no,12,aug,3.77,4,-1,0,unknown,no,0,8.0
60,admin.,married,secondary,no,711,no,no,12,aug,5.92,4,-1,0,unknown,no,0,8.0
36,technician,single,secondary,yes,12,no,no,12,aug,9.78,2,-1,0,unknown,yes,1,8.0
47,management,married,tertiary,no,434,no,no,12,aug,1.85,4,-1,0,unknown,no,0,8.0
60,technician,married,tertiary,no,131,no,no,12,aug,2.32,6,-1,0,unknown,no,0,8.0
33,management,married,tertiary,no,1071,no,no,12,aug,1.38,4,-1,0,unknown,no,0,8.0
48,blue-collar,married,secondary,no,426,yes,yes,12,aug,3.1,2,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,222,yes,no,12,aug,1.87,4,-1,0,unknown,no,0,8.0
49,blue-collar,married,primary,no,1456,no,no,12,aug,3.75,4,-1,0,unknown,no,0,8.0
58,blue-collar,married,secondary,no,842,no,no,12,aug,4.22,2,-1,0,unknown,no,0,8.0
55,blue-collar,married,secondary,no,1011,yes,no,12,aug,1.87,2,-1,0,unknown,no,0,8.0
31,management,married,tertiary,no,1514,no,no,12,aug,4.73,2,-1,0,unknown,no,0,8.0
54,management,divorced,tertiary,no,3473,yes,no,12,aug,5.1,2,-1,0,unknown,no,0,8.0
49,blue-collar,married,primary,no,128,no,no,12,aug,11.6,2,-1,0,unknown,yes,1,8.0
60,retired,married,tertiary,no,1141,no,no,12,aug,1.1,4,-1,0,unknown,no,0,8.0
31,management,married,tertiary,no,596,no,no,12,aug,3.2,4,-1,0,unknown,no,0,8.0
34,management,married,tertiary,no,496,no,no,12,aug,1.75,6,-1,0,unknown,no,0,8.0
45,admin.,married,secondary,no,43,no,no,12,aug,1.9,4,-1,0,unknown,no,0,8.0
43,management,single,tertiary,no,1627,no,no,12,aug,1.75,4,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,67,no,no,12,aug,9.63,4,-1,0,unknown,no,0,8.0
57,retired,married,tertiary,no,0,no,no,12,aug,1.93,4,-1,0,unknown,no,0,8.0
59,retired,married,secondary,no,566,no,no,12,aug,7.73,4,-1,0,unknown,no,0,8.0
32,technician,single,tertiary,no,1325,no,no,12,aug,2.37,2,-1,0,unknown,no,0,8.0
55,blue-collar,married,secondary,no,388,no,no,12,aug,3.12,2,-1,0,unknown,no,0,8.0
49,management,married,tertiary,no,53,no,no,12,aug,2.23,6,-1,0,unknown,no,0,8.0
36,technician,single,tertiary,no,1072,yes,no,12,aug,5.63,2,-1,0,unknown,no,0,8.0
52,services,married,secondary,no,1579,no,yes,12,aug,2.63,2,-1,0,unknown,no,0,8.0
49,blue-collar,married,secondary,no,553,no,no,12,aug,10.75,8,-1,0,unknown,yes,1,8.0
50,management,married,tertiary,no,258,no,no,12,aug,4.1,6,-1,0,unknown,no,0,8.0
40,unemployed,divorced,secondary,no,1694,no,no,12,aug,7.88,6,-1,0,unknown,yes,1,8.0
41,management,married,tertiary,no,8553,yes,no,12,aug,5.07,12,-1,0,unknown,no,0,8.0
49,blue-collar,married,primary,no,408,no,no,12,aug,9.32,4,-1,0,unknown,yes,1,8.0
38,management,married,tertiary,no,1223,no,no,12,aug,18.2,5,-1,0,unknown,yes,1,8.0
49,self-employed,married,tertiary,no,599,no,no,12,aug,2.9,1,-1,0,unknown,no,0,8.0
31,management,single,tertiary,no,1858,no,no,12,aug,7.55,3,-1,0,unknown,yes,1,8.0
48,management,married,secondary,no,286,no,no,12,aug,2.12,1,-1,0,unknown,no,0,8.0
54,blue-collar,married,primary,no,1173,no,no,12,aug,2.13,8,-1,0,unknown,no,0,8.0
31,technician,single,tertiary,no,208,no,no,12,aug,22.4,7,-1,0,unknown,yes,1,8.0
31,management,divorced,tertiary,no,297,no,no,12,aug,2.12,1,-1,0,unknown,no,0,8.0
46,management,single,tertiary,no,2278,no,no,12,aug,3.63,5,-1,0,unknown,no,0,8.0
34,management,single,tertiary,no,3679,yes,no,12,aug,2.97,1,-1,0,unknown,no,0,8.0
34,management,married,tertiary,no,520,yes,no,12,aug,21.78,4,-1,0,unknown,yes,1,8.0
47,services,married,secondary,no,27,no,no,12,aug,2.55,4,-1,0,unknown,no,0,8.0
39,management,married,tertiary,no,271,yes,no,12,aug,22.4,1,-1,0,unknown,yes,1,8.0
54,management,married,tertiary,no,153,no,no,12,aug,2.8,5,-1,0,unknown,no,0,8.0
31,management,single,tertiary,no,1289,yes,no,12,aug,4.4,3,-1,0,unknown,no,0,8.0
42,technician,married,tertiary,no,250,no,yes,12,aug,3.55,3,-1,0,unknown,no,0,8.0
31,technician,single,tertiary,no,36,no,no,12,aug,1.85,3,-1,0,unknown,no,0,8.0
33,management,single,tertiary,no,87,no,no,12,aug,16.3,1,-1,0,unknown,yes,1,8.0
30,management,single,tertiary,no,9634,no,no,12,aug,13.02,5,-1,0,unknown,no,0,8.0
47,technician,married,tertiary,no,545,yes,no,12,aug,9.8,3,-1,0,unknown,no,0,8.0
54,admin.,married,secondary,no,4943,no,no,12,aug,2.42,11,-1,0,unknown,no,0,8.0
54,blue-collar,married,primary,no,1659,no,no,12,aug,0.83,5,-1,0,unknown,no,0,8.0
40,management,married,secondary,no,4396,no,no,12,aug,7.2,3,-1,0,unknown,yes,1,8.0
31,management,single,tertiary,no,391,yes,no,12,aug,7.57,3,-1,0,unknown,no,0,8.0
47,technician,married,secondary,no,568,yes,no,12,aug,26.88,1,-1,0,unknown,yes,1,8.0
32,management,married,tertiary,no,2414,no,no,12,aug,7.32,4,-1,0,unknown,no,0,8.0
59,retired,married,secondary,no,278,no,no,12,aug,2.35,3,-1,0,unknown,no,0,8.0
33,management,married,tertiary,no,519,no,no,12,aug,4.33,3,-1,0,unknown,no,0,8.0
47,blue-collar,married,primary,no,570,no,no,12,aug,14.4,3,-1,0,unknown,no,0,8.0
48,blue-collar,married,primary,no,3020,no,no,12,aug,10.75,3,-1,0,unknown,no,0,8.0
50,management,married,tertiary,no,1240,no,no,12,aug,7.9,2,-1,0,unknown,no,0,8.0
45,management,married,secondary,no,424,yes,yes,12,aug,3.6,5,-1,0,unknown,no,0,8.0
60,retired,married,secondary,no,781,yes,yes,12,aug,2.13,5,-1,0,unknown,no,0,8.0
32,management,single,tertiary,no,1310,no,no,12,aug,6.97,3,-1,0,unknown,no,0,8.0
42,technician,single,tertiary,no,166,no,no,12,aug,3.77,4,-1,0,unknown,no,0,8.0
49,technician,divorced,secondary,no,-96,no,yes,12,aug,4.2,3,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,317,no,no,12,aug,2.23,8,-1,0,unknown,no,0,8.0
32,technician,single,tertiary,no,1732,no,no,12,aug,2.33,4,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,349,no,no,12,aug,3.0,3,-1,0,unknown,no,0,8.0
47,management,divorced,tertiary,no,800,no,no,12,aug,8.05,5,-1,0,unknown,no,0,8.0
48,services,married,secondary,no,1355,no,no,12,aug,6.82,7,-1,0,unknown,no,0,8.0
51,admin.,married,secondary,no,771,no,yes,12,aug,2.38,3,-1,0,unknown,no,0,8.0
54,technician,married,secondary,no,479,no,no,12,aug,3.7,3,-1,0,unknown,no,0,8.0
37,technician,single,secondary,no,3665,no,no,12,aug,11.07,3,-1,0,unknown,yes,1,8.0
54,management,divorced,tertiary,no,1037,no,no,12,aug,10.2,4,-1,0,unknown,no,0,8.0
52,admin.,married,secondary,no,692,yes,no,12,aug,2.15,9,-1,0,unknown,no,0,8.0
44,technician,single,secondary,no,244,yes,no,12,aug,28.92,4,-1,0,unknown,yes,1,8.0
36,management,married,tertiary,no,0,no,no,12,aug,4.05,3,-1,0,unknown,no,0,8.0
49,blue-collar,married,secondary,no,3779,yes,no,12,aug,2.97,9,-1,0,unknown,no,0,8.0
48,unemployed,married,primary,no,9622,no,no,12,aug,13.12,6,-1,0,unknown,no,0,8.0
59,admin.,married,tertiary,no,349,no,no,12,aug,2.07,4,-1,0,unknown,no,0,8.0
33,management,married,tertiary,no,621,no,no,12,aug,15.22,5,-1,0,unknown,no,0,8.0
33,management,married,tertiary,no,1674,yes,no,12,aug,4.73,7,-1,0,unknown,no,0,8.0
36,technician,married,secondary,no,295,no,no,12,aug,2.15,6,-1,0,unknown,no,0,8.0
48,services,married,secondary,no,260,no,no,12,aug,3.8,5,-1,0,unknown,no,0,8.0
44,technician,married,secondary,no,267,no,yes,12,aug,8.47,3,-1,0,unknown,no,0,8.0
55,management,married,tertiary,no,568,no,no,12,aug,15.67,10,-1,0,unknown,yes,1,8.0
50,blue-collar,married,primary,no,106,no,no,12,aug,7.67,2,-1,0,unknown,no,0,8.0
30,management,single,tertiary,no,4210,no,no,12,aug,13.27,4,-1,0,unknown,yes,1,8.0
58,retired,married,secondary,no,2609,no,no,12,aug,2.27,5,-1,0,unknown,no,0,8.0
32,management,single,tertiary,no,3199,no,no,12,aug,0.97,3,-1,0,unknown,no,0,8.0
44,management,married,secondary,no,781,yes,no,12,aug,1.87,5,-1,0,unknown,no,0,8.0
32,technician,married,secondary,no,3095,no,no,12,aug,3.4,10,-1,0,unknown,no,0,8.0
33,management,divorced,tertiary,no,2695,yes,no,12,aug,11.85,3,-1,0,unknown,no,0,8.0
31,management,single,tertiary,no,745,no,no,12,aug,2.02,4,-1,0,unknown,no,0,8.0
51,unemployed,married,secondary,no,2254,no,no,12,aug,1.38,3,-1,0,unknown,no,0,8.0
43,services,married,secondary,no,378,no,yes,12,aug,5.35,4,-1,0,unknown,no,0,8.0
41,management,single,tertiary,no,416,yes,no,12,aug,24.6,2,-1,0,unknown,no,0,8.0
34,management,single,tertiary,no,966,yes,no,12,aug,3.4,3,-1,0,unknown,no,0,8.0
57,blue-collar,married,primary,no,0,no,no,12,aug,2.0,3,-1,0,unknown,no,0,8.0
33,management,married,secondary,no,-285,yes,no,12,aug,8.45,3,-1,0,unknown,no,0,8.0
50,technician,married,secondary,no,1824,yes,no,13,aug,12.78,8,-1,0,unknown,no,0,8.0
41,self-employed,married,primary,no,204,no,no,13,aug,1.85,7,-1,0,unknown,no,0,8.0
34,management,married,tertiary,no,1293,yes,no,13,aug,2.8,2,-1,0,unknown,no,0,8.0
45,entrepreneur,married,tertiary,no,2476,no,no,13,aug,3.98,2,-1,0,unknown,no,0,8.0
55,housemaid,married,primary,no,0,no,no,13,aug,2.32,2,-1,0,unknown,no,0,8.0
33,technician,married,secondary,no,0,no,no,13,aug,1.3,2,-1,0,unknown,no,0,8.0
45,housemaid,married,primary,no,7353,no,no,13,aug,8.93,2,-1,0,unknown,no,0,8.0
55,housemaid,married,primary,no,1642,no,no,13,aug,4.92,2,-1,0,unknown,no,0,8.0
52,housemaid,married,primary,no,200,no,no,13,aug,3.73,2,-1,0,unknown,no,0,8.0
52,technician,married,secondary,no,1076,yes,no,13,aug,2.6,2,-1,0,unknown,no,0,8.0
33,technician,single,secondary,no,6325,no,no,13,aug,3.43,2,-1,0,unknown,no,0,8.0
45,management,divorced,tertiary,no,2096,no,no,13,aug,5.28,2,-1,0,unknown,no,0,8.0
52,blue-collar,married,primary,no,2488,no,no,13,aug,2.93,2,-1,0,unknown,no,0,8.0
46,management,married,secondary,no,3570,no,no,13,aug,1.15,2,-1,0,unknown,no,0,8.0
37,self-employed,married,tertiary,no,137,no,no,13,aug,4.07,6,-1,0,unknown,no,0,8.0
46,management,married,tertiary,no,3984,no,no,13,aug,1.28,2,-1,0,unknown,no,0,8.0
52,technician,married,secondary,no,-384,yes,no,13,aug,1.9,4,-1,0,unknown,no,0,8.0
57,housemaid,married,primary,no,0,no,no,13,aug,3.15,2,-1,0,unknown,no,0,8.0
38,technician,single,secondary,no,4723,yes,no,13,aug,3.12,2,-1,0,unknown,no,0,8.0
32,housemaid,married,primary,no,163,no,no,13,aug,2.2,2,-1,0,unknown,no,0,8.0
51,blue-collar,married,primary,no,1694,no,no,13,aug,3.1,2,-1,0,unknown,no,0,8.0
31,technician,single,secondary,no,391,no,no,13,aug,5.6,2,-1,0,unknown,no,0,8.0
46,services,married,secondary,no,111,no,no,13,aug,1.3,2,-1,0,unknown,no,0,8.0
31,management,married,tertiary,no,4720,yes,no,13,aug,7.67,2,-1,0,unknown,no,0,8.0
32,technician,married,secondary,no,-413,yes,no,13,aug,1.67,2,-1,0,unknown,no,0,8.0
35,management,married,tertiary,no,46,yes,no,13,aug,1.6,2,-1,0,unknown,no,0,8.0
52,blue-collar,married,primary,no,36,no,no,13,aug,1.82,2,-1,0,unknown,no,0,8.0
40,technician,married,secondary,no,42,no,no,13,aug,30.7,2,-1,0,unknown,yes,1,8.0
45,admin.,married,secondary,yes,-571,no,no,13,aug,5.53,2,-1,0,unknown,no,0,8.0
54,housemaid,married,primary,no,284,no,no,13,aug,2.12,4,-1,0,unknown,no,0,8.0
59,housemaid,married,primary,no,235,no,no,13,aug,1.98,2,-1,0,unknown,no,0,8.0
57,management,divorced,tertiary,no,160,no,no,13,aug,5.05,2,-1,0,unknown,no,0,8.0
54,retired,married,primary,no,309,no,no,13,aug,16.15,2,-1,0,unknown,yes,1,8.0
52,management,married,secondary,no,-892,yes,no,13,aug,4.92,2,-1,0,unknown,no,0,8.0
51,admin.,married,secondary,no,21,no,yes,13,aug,2.62,2,-1,0,unknown,no,0,8.0
35,technician,married,secondary,no,-180,no,yes,13,aug,13.72,2,-1,0,unknown,yes,1,8.0
51,admin.,married,secondary,no,79,no,no,13,aug,1.48,2,-1,0,unknown,no,0,8.0
31,entrepreneur,single,tertiary,yes,-405,yes,yes,13,aug,11.72,2,-1,0,unknown,yes,1,8.0
41,housemaid,married,primary,no,216,no,no,13,aug,2.53,2,-1,0,unknown,no,0,8.0
32,management,single,tertiary,no,297,no,no,13,aug,3.75,2,-1,0,unknown,no,0,8.0
49,technician,married,secondary,no,3392,no,no,13,aug,4.53,2,-1,0,unknown,no,0,8.0
33,technician,married,secondary,no,390,no,no,13,aug,7.67,2,-1,0,unknown,no,0,8.0
45,management,divorced,tertiary,no,6542,yes,no,13,aug,1.55,4,-1,0,unknown,no,0,8.0
36,management,divorced,tertiary,no,59,no,no,13,aug,8.77,2,-1,0,unknown,yes,1,8.0
58,retired,married,primary,no,4158,no,no,13,aug,7.58,2,-1,0,unknown,yes,1,8.0
49,housemaid,married,primary,no,640,no,no,13,aug,3.57,4,-1,0,unknown,no,0,8.0
38,technician,married,tertiary,no,334,yes,no,13,aug,2.32,2,-1,0,unknown,no,0,8.0
38,technician,married,tertiary,no,128,no,no,13,aug,3.05,5,-1,0,unknown,no,0,8.0
45,management,married,tertiary,no,324,no,no,13,aug,4.3,4,-1,0,unknown,no,0,8.0
50,management,married,tertiary,no,109,yes,no,13,aug,3.08,2,-1,0,unknown,no,0,8.0
31,management,single,tertiary,no,170,yes,yes,13,aug,7.63,2,-1,0,unknown,no,0,8.0
45,blue-collar,married,primary,no,6691,no,no,13,aug,3.52,2,-1,0,unknown,no,0,8.0
54,technician,married,secondary,no,2225,no,yes,13,aug,1.22,2,-1,0,unknown,no,0,8.0
34,technician,single,secondary,no,4367,no,no,13,aug,2.02,2,-1,0,unknown,no,0,8.0
47,unemployed,married,secondary,no,432,no,no,13,aug,5.57,2,-1,0,unknown,no,0,8.0
53,technician,married,secondary,no,230,no,yes,13,aug,1.87,2,-1,0,unknown,no,0,8.0
53,retired,married,tertiary,no,7132,no,no,13,aug,1.47,2,-1,0,unknown,no,0,8.0
56,services,married,secondary,no,0,no,no,13,aug,1.87,4,-1,0,unknown,no,0,8.0
48,technician,divorced,secondary,no,145,yes,no,13,aug,1.77,5,-1,0,unknown,no,0,8.0
33,management,single,tertiary,no,2302,yes,no,13,aug,1.92,2,-1,0,unknown,no,0,8.0
35,management,married,tertiary,no,481,no,no,13,aug,1.22,2,-1,0,unknown,no,0,8.0
54,blue-collar,married,secondary,no,3002,no,no,13,aug,1.83,4,-1,0,unknown,no,0,8.0
37,management,married,tertiary,no,4436,no,no,13,aug,14.1,5,-1,0,unknown,yes,1,8.0
58,retired,married,tertiary,no,1669,no,no,13,aug,1.82,2,-1,0,unknown,no,0,8.0
